,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,awayQB,homeQB,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,vegas line,over/under
85,October 30,7,1977,58,Miami Dolphins,San Diego Chargers,13,14,Don Shula,Tommy Prothro,5-2,4-3,outdoors,grass,James Harris,Bob Griese,14,15,35-90-1,37-178-1,15-31-131-1-3,9-16-82-0-3,1-9,3-19,122,63,212,241,1-0,2-2,3,5,6-29,7-49,,
86,October 30,7,1977,58,Cincinnati Bengals,Houston Oilers,13,10,Bill Johnson,Bum Phillips,3-4,3-4,outdoors,astroturf,Dan Pastorini,Ken Anderson,15,15,38-107-0,38-89-0,14-26-97-1-1,17-29-176-0-2,2-18,1-3,79,173,186,262,0-0,2-1,1,3,6-30,4-67,,
87,October 30,7,1977,58,Cleveland Browns,Kansas City Chiefs,44,7,Forrest Gregg,,5-2,1-6,outdoors,grass,Mike Livingston,Brian Sipe,16,34,26-137-0,53-322-2,14-32-152-1-3,16-31-228-2-2,4-33,3-24,119,204,256,526,4-3,2-1,6,3,10-75,12-103,,
88,October 30,7,1977,58,Atlanta Falcons,Minnesota Vikings,7,14,Leeman Bennett,Bud Grant,4-3,5-2,outdoors,grass,Fran Tarkenton,Scott Hunter,17,10,41-145-0,34-134-0,16-26-235-2-3,8-21-82-1-2,2-23,1-4,212,78,357,212,2-2,0-0,5,2,6-36,6-44,,
89,October 30,7,1977,58,New England Patriots,New York Jets,24,13,Chuck Fairbanks,Walt Michaels,5-2,2-5,outdoors,astroturf,Richard Todd,Steve Grogan,15,19,35-134-0,40-147-0,16-32-183-1-0,16-23-228-3-1,3-25,0-0,158,228,292,375,0-0,1-1,0,2,4-40,8-51,,
90,October 30,7,1977,58,Green Bay Packers,Chicago Bears,0,26,Bart Starr,Jack Pardee,2-5,3-4,outdoors,grass,Bob Avellini,Lynn Dickey,21,17,54-375-3,31-101-0,4-10-54-0-1,12-30-142-0-1,1-10,4-46,44,96,419,197,0-0,2-0,1,1,10-75,4-42,,
91,October 30,7,1977,58,New Orleans Saints,Los Angeles Rams,27,26,Hank Stram,Chuck Knox,2-5,4-3,dome,astroturf,Pat Haden,Bobby Scott,19,19,34-134-1,50-253-2,17-26-261-2-0,9-19-100-1-0,3-19,1-10,242,90,376,343,4-3,3-2,3,2,7-85,3-36,,
92,October 30,7,1977,58,Dallas Cowboys,Detroit Lions,37,0,Tom Landry,Tommy Hudspeth,7-0,3-4,outdoors,astroturf,Joe Reed,Roger Staubach,7,20,18-74-0,47-176-1,10-30-78-0-2,16-27-179-3-1,6-32,1-11,46,168,120,344,2-1,0-0,3,1,4-20,5-30,,
93,October 30,7,1977,58,Baltimore Colts,Pittsburgh Steelers,31,21,Ted Marchibroda,Chuck Noll,6-1,4-3,outdoors,grass,Terry Bradshaw,Bert Jones,18,22,33-164-2,48-160-2,11-26-234-1-5,10-20-170-2-0,2-15,1-12,219,158,383,318,1-1,0-0,6,0,17-122,3-20,,
94,October 30,7,1977,58,Seattle Seahawks,Buffalo Bills,56,17,Jack Patera,Jim Ringo,2-5,1-6,dome,astroturf,Joe Ferguson,Jim Zorn,17,30,28-115-1,39-226-4,17-37-227-1-3,15-29-333-4-3,1-6,0-0,221,333,336,559,1-0,0-0,3,3,4-29,4-30,,
95,October 30,7,1977,58,San Francisco 49ers,Tampa Bay Buccaneers,20,10,Ken Meyer,John McKay,2-5,0-7,outdoors,astroturf,Jeb Blount,Jim Plunkett,18,20,36-104-1,43-205-2,12-31-190-0-1,12-20-114-0-1,5-44,2-13,146,101,250,306,3-2,1-0,3,1,5-25,6-44,,
96,October 30,7,1977,58,Denver Broncos,Oakland Raiders,14,24,Red Miller,John Madden,6-1,6-1,outdoors,grass,Ken Stabler,Craig Morton,17,19,57-200-2,23-98-1,7-14-70-1-0,19-32-242-1-1,0-0,8-62,70,180,270,278,0-0,4-2,0,3,9-50,5-28,,
97,October 31,7,1977,58,St. Louis Cardinals,New York Giants,28,0,Don Coryell,John McVay,4-3,3-4,outdoors,astroturf,Joe Pisarcik,Jim Hart,18,18,35-158-0,36-145-2,17-35-190-0-3,9-14-113-0-1,6-47,1-0,143,113,301,258,2-1,3-1,4,2,8-103,9-62,,
98,November 6,8,1977,58,Atlanta Falcons,San Francisco 49ers,3,10,Leeman Bennett,Ken Meyer,4-4,3-5,outdoors,grass,Jim Plunkett,Steve Bartkowski,8,13,40-72-1,34-126-0,5-12-50-0-0,12-26-105-0-2,3-25,7-76,25,29,97,155,3-2,1-1,2,3,9-85,10-69,,
99,November 6,8,1977,58,New York Jets,Miami Dolphins,10,14,Walt Michaels,Don Shula,2-6,6-2,outdoors,grass,Bob Griese,Marty Domres,15,18,33-109-0,31-130-0,12-15-132-2-0,20-35-157-1-0,4-27,6-40,105,117,214,247,2-1,3-1,1,1,4-34,3-30,,
100,November 6,8,1977,58,Philadelphia Eagles,New Orleans Saints,28,7,Dick Vermeil,Hank Stram,3-5,2-6,outdoors,astroturf,Bobby Douglass,Ron Jaworski,9,21,24-78-0,48-145-2,13-21-121-1-4,13-22-157-2-1,4-33,1-7,88,150,166,295,1-1,0-0,5,1,9-76,8-85,,
101,November 6,8,1977,58,Cleveland Browns,Cincinnati Bengals,7,10,Forrest Gregg,Bill Johnson,5-3,4-4,outdoors,grass,Ken Anderson,Brian Sipe,15,19,29-84-1,31-131-0,14-19-153-0-1,20-28-189-1-2,1-0,3-30,153,159,237,290,0-0,3-2,1,4,9-74,12-73,,
102,November 6,8,1977,58,New York Giants,Dallas Cowboys,10,24,John McVay,Tom Landry,3-5,8-0,outdoors,astroturf,Roger Staubach,Joe Pisarcik,13,13,31-83-1,36-119-1,15-26-195-1-0,6-17-61-0-1,4-24,8-59,171,2,254,121,0-0,2-1,0,2,14-113,4-65,,
103,November 6,8,1977,58,New England Patriots,Buffalo Bills,14,24,Chuck Fairbanks,Jim Ringo,5-3,2-6,outdoors,astroturf,Joe Ferguson,Steve Grogan,21,14,53-224-1,24-89-1,15-22-201-1-1,9-27-128-0-4,3-26,1-15,175,113,399,202,2-1,1-0,2,4,10-97,6-40,,
104,November 6,8,1977,58,Houston Oilers,Chicago Bears,47,0,Bum Phillips,Jack Pardee,4-4,3-5,dome,astroturf,Bob Avellini,Dan Pastorini,10,19,39-141-0,39-255-2,9-17-36-0-0,11-19-246-2-0,6-52,1-12,-16,234,125,489,3-2,3-3,2,3,8-79,10-90,,
105,November 6,8,1977,58,Kansas City Chiefs,Green Bay Packers,20,10,Bart Starr,,2-6,2-6,outdoors,astroturf,Lynn Dickey,Mike Livingston,15,20,27-84-0,44-177-1,15-28-139-0-0,11-21-143-1-0,3-24,2-19,115,124,199,301,2-0,2-0,0,0,7-65,8-60,,
106,November 6,8,1977,58,Minnesota Vikings,St. Louis Cardinals,7,27,Bud Grant,Don Coryell,5-3,5-3,outdoors,grass,Jim Hart,Fran Tarkenton,23,16,51-316-2,20-107-0,10-14-143-2-3,19-33-143-1-3,0-0,2-13,143,130,459,237,1-1,0-0,4,3,8-51,4-25,,
107,November 6,8,1977,58,Denver Broncos,Pittsburgh Steelers,21,7,Red Miller,Chuck Noll,7-1,4-4,outdoors,grass,Terry Bradshaw,Craig Morton,19,12,35-119-0,38-99-1,13-27-146-1-0,6-14-113-1-0,6-49,5-38,97,75,216,174,2-2,2-0,2,0,12-86,10-134,,
108,November 6,8,1977,58,Oakland Raiders,Seattle Seahawks,44,7,John Madden,Jack Patera,7-1,2-6,outdoors,grass,Jim Zorn,Ken Stabler,13,29,27-126-1,53-248-2,8-23-55-0-3,16-26-158-3-0,1-4,1-9,51,149,177,397,1-1,0-0,4,0,4-59,10-65,,
109,November 6,8,1977,58,Los Angeles Rams,Tampa Bay Buccaneers,31,0,Chuck Knox,John McKay,5-3,0-8,outdoors,grass,Jeb Blount,Pat Haden,9,21,29-109-0,52-177-1,8-21-83-0-2,12-23-153-2-0,4-40,0-0,43,153,152,330,2-2,4-1,4,1,9-66,5-44,,
110,November 6,8,1977,58,Detroit Lions,San Diego Chargers,20,0,Tommy Hudspeth,Tommy Prothro,4-4,4-4,dome,astroturf,Bill Munson,Greg Landry,14,15,25-111-0,49-197-3,15-27-149-0-0,5-7-67-0-0,3-31,0-0,118,67,229,264,3-0,2-0,0,0,9-85,2-20,,
111,November 7,8,1977,58,Baltimore Colts,Washington Redskins,10,3,Ted Marchibroda,George Allen,7-1,4-4,outdoors,grass,Joe Theismann,Bert Jones,13,21,22-93-0,51-190-0,11-27-168-0-2,13-27-180-1-2,5-55,2-17,113,163,206,353,1-0,0-0,2,2,3-20,7-54,,
112,November 13,9,1977,58,Pittsburgh Steelers,Cleveland Browns,35,31,Chuck Noll,Forrest Gregg,5-4,5-4,outdoors,astroturf,Dave Mays,Terry Bradshaw,23,25,31-138-1,46-171-2,21-40-293-3-3,15-23-277-3-0,1-10,3-28,283,249,421,420,1-1,5-4,4,4,6-54,5-30,,
113,November 13,9,1977,58,Buffalo Bills,Baltimore Colts,13,31,Jim Ringo,Ted Marchibroda,2-7,8-1,outdoors,astroturf,Bert Jones,Joe Ferguson,18,12,48-145-4,19-86-0,12-23-180-0-2,14-33-188-0-3,1-9,10-68,171,120,316,206,2-2,3-2,4,5,5-35,8-69,,
114,November 13,9,1977,58,Atlanta Falcons,Detroit Lions,17,6,Leeman Bennett,Tommy Hudspeth,5-4,4-5,outdoors,grass,Greg Landry,Steve Bartkowski,12,13,42-112-1,38-110-0,5-14-59-0-2,6-16-81-0-3,3-26,2-20,33,61,145,171,3-2,0-0,4,3,6-50,6-52,,
115,November 13,9,1977,58,Philadelphia Eagles,Washington Redskins,14,17,Dick Vermeil,George Allen,3-6,5-4,outdoors,astroturf,Joe Theismann,Ron Jaworski,18,15,33-140-0,48-212-1,15-27-187-2-2,7-21-76-1-0,8-55,2-4,132,72,272,284,3-2,2-0,4,0,2-25,7-65,,
116,November 13,9,1977,58,Tampa Bay Buccaneers,New York Giants,0,10,John McKay,John McVay,0-9,4-5,outdoors,grass,Joe Pisarcik,Jeb Blount,13,19,44-123-1,39-105-0,6-12-88-0-1,13-26-234-0-3,2-14,6-52,74,182,197,287,3-2,3-2,3,5,6-44,8-85,,
117,November 13,9,1977,58,New York Jets,Seattle Seahawks,0,17,Walt Michaels,Jack Patera,2-7,3-6,outdoors,grass,Jim Zorn,Matt Robinson,26,8,44-232-0,27-99-0,16-37-219-2-0,6-18-52-0-3,1-6,4-27,213,25,445,124,5-1,0-0,1,3,7-75,6-45,,
118,November 13,9,1977,58,Miami Dolphins,New England Patriots,17,5,Don Shula,Chuck Fairbanks,7-2,5-4,outdoors,grass,Steve Grogan,Bob Griese,17,14,39-134-0,29-71-1,15-31-140-0-1,11-20-130-1-0,0-0,3-28,140,102,274,173,0-0,2-1,1,1,9-58,8-57,,
119,November 13,9,1977,58,Chicago Bears,Kansas City Chiefs,28,27,Jack Pardee,,4-5,2-7,outdoors,astroturf,Mike Livingston,Bob Avellini,24,24,45-174-3,49-247-3,16-27-185-0-2,11-23-193-1-2,1-1,1-9,184,184,358,431,1-1,3-1,3,3,3-28,9-81,,
120,November 13,9,1977,58,New Orleans Saints,San Francisco 49ers,7,10,Hank Stram,Ken Meyer,2-7,4-5,dome,astroturf,Jim Plunkett,Bobby Douglass,21,12,52-243-1,50-161-1,7-21-70-0-2,3-7-42-0-0,3-26,2-9,44,33,287,194,1-0,3-2,2,2,7-60,4-30,,
121,November 13,9,1977,58,Green Bay Packers,Los Angeles Rams,6,24,Bart Starr,Chuck Knox,2-7,6-3,outdoors,grass,Pat Haden,Lynn Dickey,23,17,56-190-2,31-93-0,10-17-146-1-0,18-36-276-1-2,0-0,3-30,146,246,336,339,2-2,2-1,2,3,5-55,9-65,,
122,November 13,9,1977,58,Oakland Raiders,Houston Oilers,34,29,John Madden,Bum Phillips,8-1,4-5,outdoors,grass,Dan Pastorini,Ken Stabler,13,24,29-156-0,48-110-2,11-27-203-2-4,23-31-264-2-2,1-7,1-9,196,255,352,365,1-1,2-2,5,4,5-45,5-45,,
123,November 13,9,1977,58,San Diego Chargers,Denver Broncos,14,17,Tommy Prothro,Red Miller,4-5,8-1,outdoors,grass,Craig Morton,James Harris,14,13,32-102-0,42-128-0,12-32-149-2-1,14-33-198-1-1,4-29,1-6,120,192,222,320,3-2,2-1,3,2,5-65,9-89,,
124,November 13,9,1977,58,Minnesota Vikings,Cincinnati Bengals,42,10,Bud Grant,Bill Johnson,6-3,4-5,outdoors,grass,Ken Anderson,Fran Tarkenton,13,30,20-61-0,49-207-4,12-32-236-1-1,21-24-249-2-0,6-49,3-33,187,216,248,423,2-1,4-3,2,3,6-42,6-40,,
125,November 14,9,1977,58,Dallas Cowboys,St. Louis Cardinals,17,24,Tom Landry,Don Coryell,8-1,6-3,outdoors,astroturf,Jim Hart,Roger Staubach,19,16,43-158-1,36-156-1,10-24-141-2-1,11-20-102-1-2,1-4,3-22,137,80,295,236,1-1,1-1,2,3,3-22,3-53,,
126,November 20,10,1977,58,Cincinnati Bengals,Miami Dolphins,23,17,Bill Johnson,Don Shula,5-5,7-3,outdoors,astroturf,Bob Griese,Ken Anderson,17,19,35-192-0,42-173-1,10-29-113-2-3,14-26-123-1-0,2-20,3-27,93,96,285,269,3-2,5-2,5,2,5-45,7-85,,
127,November 20,10,1977,58,New York Giants,Cleveland Browns,7,21,John McVay,Forrest Gregg,4-6,6-4,outdoors,astroturf,Dave Mays,Jerry Golsteyn,14,14,39-140-1,30-116-0,13-24-138-1-1,12-26-150-1-3,1-9,6-45,129,105,269,221,1-1,3-1,2,4,15-117,8-77,,
128,November 20,10,1977,58,Buffalo Bills,New England Patriots,7,20,Jim Ringo,Chuck Fairbanks,2-8,6-4,outdoors,astroturf,Steve Grogan,Joe Ferguson,19,11,54-256-2,26-126-0,8-17-73-0-1,10-22-115-1-1,0-0,4-32,73,83,329,209,0-0,1-1,1,2,7-75,7-63,,
129,November 20,10,1977,58,Chicago Bears,Minnesota Vikings,10,7,Jack Pardee,Bud Grant,5-5,6-4,outdoors,astroturf,Bob Lee,Bob Avellini,11,18,27-86-0,63-343-1,12-25-116-0-3,4-7-33-0-1,2-14,1-10,102,23,188,366,1-1,2-1,4,2,5-25,3-20,,
130,November 20,10,1977,58,St. Louis Cardinals,Philadelphia Eagles,21,16,Don Coryell,Dick Vermeil,7-3,3-7,outdoors,astroturf,Ron Jaworski,Jim Hart,19,19,33-101-0,35-142-2,16-30-211-2-1,13-27-240-1-1,4-36,2-14,175,226,276,368,1-1,2-1,2,2,5-40,5-44,,
131,November 20,10,1977,58,Kansas City Chiefs,Denver Broncos,7,14,Red Miller,,2-8,9-1,outdoors,astroturf,Craig Morton,Mike Livingston,21,14,53-249-1,32-140-0,8-18-135-1-2,20-33-180-1-1,1-8,2-20,127,160,376,300,1-1,2-1,3,2,7-59,8-76,,
132,November 20,10,1977,58,New Orleans Saints,Atlanta Falcons,21,20,Hank Stram,Leeman Bennett,3-7,5-5,dome,astroturf,Steve Bartkowski,Archie Manning,18,19,46-210-0,40-212-1,6-16-52-1-2,13-26-93-2-3,2-17,1-9,35,84,245,296,5-1,0-0,3,3,11-95,9-74,,
133,November 20,10,1977,58,Baltimore Colts,New York Jets,33,12,Ted Marchibroda,Walt Michaels,9-1,2-8,outdoors,grass,Matt Robinson,Bert Jones,13,21,29-111-0,38-140-0,10-33-198-1-3,23-38-322-3-2,2-13,2-7,185,315,296,455,4-3,5-4,6,6,2-12,4-40,,
134,November 20,10,1977,58,Detroit Lions,Tampa Bay Buccaneers,16,7,Tommy Hudspeth,John McKay,5-5,0-10,dome,astroturf,Jeb Blount,Gary Danielson,8,14,33-76-1,40-147-1,7-21-99-0-3,10-25-100-0-3,3-28,4-31,71,69,147,216,3-2,2-2,5,5,5-40,8-74,,
135,November 20,10,1977,58,Seattle Seahawks,Houston Oilers,10,22,Jack Patera,Bum Phillips,3-7,5-5,dome,astroturf,Dan Pastorini,Jim Zorn,25,12,50-195-1,29-102-1,21-36-237-1-2,5-24-55-0-2,0-0,4-28,237,27,432,129,3-1,3-2,3,4,11-75,8-68,,
136,November 20,10,1977,58,San Diego Chargers,Oakland Raiders,12,7,Tommy Prothro,John Madden,5-5,8-2,outdoors,grass,Ken Stabler,Cliff Olander,10,18,30-112-1,58-263-1,5-16-56-0-1,5-13-51-0-2,3-26,1-4,30,47,142,310,0-0,2-0,1,2,2-15,1-37,,
137,November 20,10,1977,58,San Francisco 49ers,Los Angeles Rams,10,23,Ken Meyer,Chuck Knox,4-6,7-3,outdoors,astroturf,Pat Haden,Jim Plunkett,10,19,38-130-1,39-148-1,5-13-92-1-0,11-26-133-0-3,1-6,1-12,86,121,216,269,1-0,0-0,0,3,3-53,3-19,,
138,November 20,10,1977,58,Pittsburgh Steelers,Dallas Cowboys,28,13,Chuck Noll,Tom Landry,6-4,8-2,outdoors,astroturf,Roger Staubach,Terry Bradshaw,20,17,27-136-1,47-228-2,18-36-230-1-2,7-12-106-2-0,3-29,1-14,201,92,337,320,2-0,1-1,2,1,8-55,6-65,,
139,November 21,10,1977,58,Washington Redskins,Green Bay Packers,10,9,George Allen,Bart Starr,6-4,2-8,outdoors,grass,David Whitehurst,Joe Theismann,17,15,35-89-0,38-159-0,12-24-140-0-3,10-21-124-1-1,6-33,4-29,107,95,196,254,1-1,0-0,4,1,2-25,11-85,,
140,November 24,11,1977,58,Detroit Lions,Chicago Bears,14,31,Tommy Hudspeth,Jack Pardee,5-6,6-5,dome,astroturf,Bob Avellini,Greg Landry,18,15,37-172-2,31-68-0,14-21-260-2-2,20-39-184-1-1,1-7,5-34,253,150,425,218,4-3,2-2,5,3,2-14,7-46,,
141,November 24,11,1977,58,St. Louis Cardinals,Miami Dolphins,14,55,Don Coryell,Don Shula,7-4,8-3,outdoors,astroturf,Bob Griese,Jim Hart,34,13,55-295-2,22-54-1,17-25-219-6-1,16-29-170-1-1,1-11,2-14,208,156,503,210,1-0,4-2,1,3,7-52,8-65,,
142,November 27,11,1977,58,New England Patriots,Philadelphia Eagles,14,6,Chuck Fairbanks,Dick Vermeil,7-4,3-8,outdoors,astroturf,Ron Jaworski,Steve Grogan,17,11,35-78-0,37-109-0,15-33-190-1-2,10-20-173-2-1,8-51,0-0,139,173,217,282,3-1,4-2,3,3,5-30,8-74,,
143,November 27,11,1977,58,Cincinnati Bengals,New York Giants,30,13,Bill Johnson,John McVay,6-5,4-7,outdoors,astroturf,Joe Pisarcik,Ken Anderson,15,15,29-70-1,43-176-1,19-35-192-1-0,5-11-154-3-0,2-22,0-0,170,154,240,330,0-0,3-0,0,0,4-20,4-30,,
144,November 27,11,1977,58,Cleveland Browns,Los Angeles Rams,0,9,Forrest Gregg,Chuck Knox,6-5,8-3,outdoors,grass,Pat Haden,Dave Mays,24,11,49-216-1,22-90-0,21-29-172-0-3,13-27-119-0-3,2-25,2-28,147,91,363,181,3-1,4-3,4,6,7-59,8-76,,
145,November 27,11,1977,58,New York Jets,Pittsburgh Steelers,20,23,Walt Michaels,Chuck Noll,2-9,7-4,outdoors,grass,Terry Bradshaw,Matt Robinson,15,21,32-114-1,46-209-0,10-28-143-2-1,9-25-88-2-5,2-19,3-29,124,59,238,268,2-0,2-1,1,6,6-50,4-40,,
146,November 27,11,1977,58,Tampa Bay Buccaneers,Atlanta Falcons,0,17,John McKay,Leeman Bennett,0-11,6-5,outdoors,grass,Steve Bartkowski,Randy Hedberg,18,8,58-175-2,20-62-0,9-15-82-0-0,5-23-55-0-4,3-35,4-39,47,16,222,78,4-1,2-1,1,5,7-60,4-32,,
147,November 27,11,1977,58,Houston Oilers,Kansas City Chiefs,34,20,Bum Phillips,,6-5,2-9,dome,astroturf,Mike Livingston,Dan Pastorini,18,21,29-91-0,40-296-2,17-38-285-1-2,11-25-118-3-2,3-39,4-44,246,74,337,370,2-1,5-4,3,6,6-45,7-72,,
148,November 27,11,1977,58,Green Bay Packers,Minnesota Vikings,6,13,Bart Starr,Bud Grant,2-9,7-4,outdoors,grass,Bob Lee,David Whitehurst,12,9,55-158-0,32-108-1,5-8-68-1-0,6-23-75-0-2,2-8,2-14,60,61,218,169,4-2,3-2,2,4,5-35,0-0,,
149,November 27,11,1977,58,Seattle Seahawks,San Diego Chargers,28,30,Jack Patera,Tommy Prothro,3-8,6-5,dome,astroturf,Dan Fouts,Jim Zorn,21,20,42-131-1,29-109-0,19-26-199-1-1,16-26-291-4-2,1-7,3-10,192,281,323,390,0-0,2-1,1,3,6-40,5-64,,
150,November 27,11,1977,58,San Francisco 49ers,New Orleans Saints,20,17,Ken Meyer,Hank Stram,5-6,3-8,outdoors,astroturf,Archie Manning,Jim Plunkett,13,16,40-164-1,46-282-2,4-8-38-0-1,5-8-85-0-0,3-19,4-24,19,61,183,343,0-0,4-1,1,1,7-70,3-20,,
151,November 27,11,1977,58,Washington Redskins,Dallas Cowboys,7,14,George Allen,Tom Landry,6-5,9-2,outdoors,grass,Roger Staubach,Joe Theismann,19,18,39-150-1,32-133-1,10-24-138-1-1,17-35-231-0-1,1-6,3-30,132,201,282,334,1-1,1-0,2,1,8-60,11-91,,
152,November 27,11,1977,58,Denver Broncos,Baltimore Colts,27,13,Red Miller,Ted Marchibroda,10-1,9-2,outdoors,grass,Bert Jones,Craig Morton,23,11,33-90-0,33-174-1,27-46-252-1-3,8-14-171-2-1,3-12,4-28,240,143,330,317,1-0,1-1,3,2,6-40,4-50,,
153,November 28,11,1977,58,Oakland Raiders,Buffalo Bills,34,13,John Madden,Jim Ringo,9-2,2-9,outdoors,grass,Joe Ferguson,Ken Stabler,18,26,19-65-0,64-307-2,18-43-252-1-1,7-13-166-3-2,2-13,0-0,239,166,304,473,1-1,2-2,2,4,7-60,6-82,,
154,December 4,12,1977,58,New York Giants,St. Louis Cardinals,27,7,John McVay,Don Coryell,5-7,7-5,outdoors,astroturf,Jim Hart,Joe Pisarcik,15,20,20-91-0,60-236-2,16-27-161-1-2,3-10-84-0-0,0-0,0-0,161,84,252,320,3-1,2-0,3,0,4-28,7-109,,
155,December 4,12,1977,58,Atlanta Falcons,New England Patriots,10,16,Leeman Bennett,Chuck Fairbanks,6-6,8-4,outdoors,grass,Steve Grogan,Steve Bartkowski,13,9,41-97-0,28-67-0,12-26-179-1-3,7-18-124-1-4,1-9,8-67,170,57,267,124,1-0,2-1,3,5,7-61,4-35,,
156,December 4,12,1977,58,Pittsburgh Steelers,Seattle Seahawks,30,20,Chuck Noll,Jack Patera,8-4,3-9,outdoors,astroturf,Jim Zorn,Terry Bradshaw,17,22,33-166-0,49-236-2,10-30-210-2-1,13-21-158-1-1,0-0,1-1,210,157,376,393,3-3,2-1,4,2,2-55,10-70,,
157,December 4,12,1977,58,Tampa Bay Buccaneers,Chicago Bears,0,10,John McKay,Jack Pardee,0-12,7-5,outdoors,grass,Bob Avellini,Randy Hedberg,17,9,44-141-1,42-114-0,12-27-162-0-1,4-15-36-0-2,3-29,2-15,133,21,274,135,1-0,2-0,1,2,8-84,5-50,,
158,December 4,12,1977,58,Buffalo Bills,Washington Redskins,0,10,Jim Ringo,George Allen,2-10,7-5,outdoors,astroturf,Joe Theismann,Joe Ferguson,18,19,46-128-0,32-146-0,12-28-150-1-1,17-42-202-0-2,1-14,3-22,136,180,264,326,3-1,1-1,2,3,3-30,4-43,,
159,December 4,12,1977,58,Houston Oilers,Denver Broncos,14,24,Bum Phillips,Red Miller,6-6,11-1,dome,astroturf,Craig Morton,Dan Pastorini,23,11,45-169-1,30-112-1,15-26-213-2-1,10-20-152-1-0,6-50,1-13,163,139,332,251,2-1,1-1,2,1,6-35,9-57,,
160,December 4,12,1977,58,Green Bay Packers,Detroit Lions,10,9,Bart Starr,Tommy Hudspeth,3-9,5-7,outdoors,grass,Greg Landry,David Whitehurst,13,11,31-100-1,52-164-1,14-25-115-0-2,4-9-65-0-2,2-20,0-0,95,65,195,229,2-1,2-0,3,2,6-61,10-83,,
161,December 4,12,1977,58,Dallas Cowboys,Philadelphia Eagles,24,14,Tom Landry,Dick Vermeil,10-2,3-9,outdoors,astroturf,Ron Jaworski,Roger Staubach,14,19,25-72-0,45-268-2,18-32-199-2-2,13-26-183-1-2,4-28,2-19,171,164,243,432,1-0,3-2,2,4,5-55,11-65,,
162,December 4,12,1977,58,Kansas City Chiefs,Cincinnati Bengals,7,27,Bill Johnson,,2-10,7-5,outdoors,astroturf,Ken Anderson,Mike Livingston,24,10,55-224-1,22-72-0,9-24-102-2-0,12-26-178-1-2,0-0,1-11,102,167,326,239,3-1,4-3,1,5,4-31,1-5,,
163,December 4,12,1977,58,Minnesota Vikings,San Francisco 49ers,28,27,Bud Grant,Ken Meyer,8-4,5-7,outdoors,grass,Jim Plunkett,Bob Lee,19,18,59-196-2,25-52-0,5-13-57-0-1,20-32-282-4-2,1-10,3-25,47,257,243,309,2-1,3-3,2,5,10-80,3-24,,
164,December 4,12,1977,58,New Orleans Saints,New York Jets,13,16,Hank Stram,Walt Michaels,3-9,3-9,dome,astroturf,Richard Todd,Archie Manning,16,18,38-141-0,35-188-1,8-21-161-1-1,13-24-148-1-0,2-20,5-33,141,115,282,303,0-0,3-0,1,0,4-35,6-80,,
165,December 4,12,1977,58,Los Angeles Rams,Oakland Raiders,20,14,Chuck Knox,John Madden,9-3,9-3,outdoors,grass,Ken Stabler,Pat Haden,27,19,37-198-1,40-137-1,16-38-194-1-4,13-22-186-1-0,4-41,2-21,153,165,351,302,2-2,2-2,6,2,6-56,8-70,,
166,December 4,12,1977,58,San Diego Chargers,Cleveland Browns,37,14,Tommy Prothro,Forrest Gregg,7-5,6-6,outdoors,grass,Dave Mays,Dan Fouts,17,23,27-111-1,37-167-1,19-31-228-1-1,16-23-262-3-0,2-20,1-4,208,258,319,425,2-0,2-0,1,0,8-89,7-62,,
167,December 5,12,1977,58,Miami Dolphins,Baltimore Colts,17,6,Don Shula,Ted Marchibroda,9-3,9-3,outdoors,grass,Bert Jones,Bob Griese,17,17,33-122-0,31-207-1,18-34-189-0-0,13-22-170-1-1,0-0,3-25,189,145,311,352,2-2,1-1,2,2,5-35,3-15,,
168,December 10,13,1977,58,Cincinnati Bengals,Pittsburgh Steelers,17,10,Bill Johnson,Chuck Noll,8-5,8-5,outdoors,astroturf,Terry Bradshaw,Ken Anderson,21,17,32-123-1,30-111-0,20-39-246-0-1,16-34-302-1-1,1-7,0-0,239,302,362,413,4-4,5-2,5,3,11-95,5-55,,
169,December 10,13,1977,58,St. Louis Cardinals,Washington Redskins,20,26,Don Coryell,George Allen,7-6,8-5,outdoors,astroturf,Billy Kilmer,Jim Hart,16,13,42-151-1,37-176-1,14-28-120-1-0,7-26-156-1-3,1-5,3-23,115,133,266,309,2-2,3-1,2,4,4-40,7-60,,
170,December 11,13,1977,58,New England Patriots,Miami Dolphins,14,10,Chuck Fairbanks,Don Shula,9-4,9-4,outdoors,astroturf,Bob Griese,Steve Grogan,18,16,19-25-0,51-177-2,22-38-260-1-1,6-10-120-0-0,6-37,2-14,223,106,248,283,0-0,4-3,1,3,2-10,5-45,,
171,December 11,13,1977,58,Cleveland Browns,Houston Oilers,15,19,Forrest Gregg,Bum Phillips,6-7,7-6,outdoors,grass,Dan Pastorini,Terry Luck,10,22,36-111-2,41-178-0,7-12-74-0-1,19-35-222-1-4,2-18,0-0,56,222,167,400,2-1,6-4,2,8,5-37,5-50,,
